"period","region","sampled_mean"
"2010-2014","1",0.461355154255307
"2010-2014","1",0.468126242714363
"2010-2014","1",0.457580587738149
"2010-2014","1",0.459609009744851
"2010-2014","1",0.452202358985312
"2010-2014","1",0.482201240564738
"2010-2014","1",0.475250735372489
"2010-2014","1",0.475465896700016
"2010-2014","1",0.472541358234388
"2010-2014","1",0.469390258886692
"2010-2014","1",0.466838252372783
"2010-2014","1",0.449595126544427
"2010-2014","1",0.476374053685731
"2010-2014","1",0.475541260440543
"2010-2014","1",0.471057361384373
"2010-2014","1",0.461542940900066
"2010-2014","1",0.466031612035778
"2010-2014","1",0.472035791829957
"2010-2014","1",0.4795610465244
"2010-2014","1",0.450502619704778
"2010-2014","1",0.467547045845154
"2010-2014","1",0.455518168720437
"2010-2014","1",0.444562777556174
"2010-2014","1",0.453011785922357
"2010-2014","1",0.471670659377147
"2010-2014","1",0.459605324282386
"2010-2014","1",0.476089627081587
"2010-2014","1",0.465073463598785
"2010-2014","1",0.456312375126996
"2010-2014","1",0.467298212941632
"2010-2014","1",0.459096683621277
"2010-2014","1",0.461212059859574
"2010-2014","1",0.468101537878061
"2010-2014","1",0.462885006251243
"2010-2014","1",0.45371611417663
"2010-2014","1",0.467783923588618
"2010-2014","1",0.480496506194418
"2010-2014","1",0.478135671983903
"2010-2014","1",0.4575105527369
"2010-2014","1",0.450190055571303
"2010-2014","1",0.47614501913848
"2010-2014","1",0.45730129661838
"2010-2014","1",0.477583521466234
"2010-2014","1",0.463579305323525
"2010-2014","1",0.476149926696909
"2010-2014","1",0.465102490663858
"2010-2014","1",0.474053206523662
"2010-2014","1",0.474794342552653
"2010-2014","1",0.457054753899498
"2010-2014","1",0.473490592800573
"2010-2014","1",0.461765273880555
"2010-2014","1",0.4693817530596
"2010-2014","1",0.458878574789438
"2010-2014","1",0.474899586667308
"2010-2014","1",0.459938194046802
"2010-2014","1",0.459554520649687
"2010-2014","1",0.46483774573985
"2010-2014","1",0.45441560109116
"2010-2014","1",0.466008804778779
"2010-2014","1",0.457023527733434
"2010-2014","1",0.47753357341253
"2010-2014","1",0.464303225181347
"2010-2014","1",0.455623484094112
"2010-2014","1",0.457642440381526
"2010-2014","1",0.472723014420652
"2010-2014","1",0.473535327044647
"2010-2014","1",0.462342853534975
"2010-2014","1",0.474810757230822
"2010-2014","1",0.453353901963983
"2010-2014","1",0.473732216541466
"2010-2014","1",0.463957186623681
"2010-2014","1",0.464885487058876
"2010-2014","1",0.460226468468548
"2010-2014","1",0.466356037627968
"2010-2014","1",0.468844988650412
"2010-2014","1",0.454226117266953
"2010-2014","1",0.479609859384649
"2010-2014","1",0.456024603252247
"2010-2014","1",0.453186446009667
"2010-2014","1",0.459327880263914
"2010-2014","1",0.463597594115093
"2010-2014","1",0.458936422256783
"2010-2014","1",0.463175933491429
"2010-2014","1",0.474453989183718
"2010-2014","1",0.47313635224106
"2010-2014","1",0.461444491518292
"2010-2014","1",0.454610193340795
"2010-2014","1",0.465799247787893
"2010-2014","1",0.46805248392474
"2010-2014","1",0.477902259637355
"2010-2014","1",0.465329008205135
"2010-2014","1",0.456492602027743
"2010-2014","1",0.46881945237057
"2010-2014","1",0.46242446000233
"2010-2014","1",0.470647403085591
"2010-2014","1",0.458805961623605
"2010-2014","1",0.472349236261921
"2010-2014","1",0.467640922941407
"2010-2014","1",0.463396555487978
"2010-2014","1",0.468526483150627
"2010-2014","1",0.469603044644258
"2010-2014","1",0.461316404598597
"2010-2014","1",0.466528556513939
"2010-2014","1",0.474018714932264
"2010-2014","1",0.471252879923195
"2010-2014","1",0.470868435701754
"2010-2014","1",0.464115336055765
"2010-2014","1",0.461757770530394
"2010-2014","1",0.461126968534978
"2010-2014","1",0.458975255039616
"2010-2014","1",0.458118307074108
"2010-2014","1",0.468289132447019
"2010-2014","1",0.45736567483795
"2010-2014","1",0.458554794529082
"2010-2014","1",0.454301881055918
"2010-2014","1",0.459989642907113
"2010-2014","1",0.469774907260287
"2010-2014","1",0.476258320248152
"2010-2014","1",0.462978893362742
"2010-2014","1",0.469398149828034
"2010-2014","1",0.477942646037938
"2010-2014","1",0.451194620815904
"2010-2014","1",0.474381046484223
"2010-2014","1",0.467290364647907
"2010-2014","1",0.474422491384209
"2010-2014","1",0.474203804586138
"2010-2014","1",0.459094292965871
"2010-2014","1",0.449183842964384
"2010-2014","1",0.445018120075846
"2010-2014","1",0.467016266620995
"2010-2014","1",0.456049066633361
"2010-2014","1",0.459901433622847
"2010-2014","1",0.471817371964036
"2010-2014","1",0.474149123783184
"2010-2014","1",0.458108282594212
"2010-2014","1",0.475110722566999
"2010-2014","1",0.4671309267451
"2010-2014","1",0.472956677821426
"2010-2014","1",0.466711481950375
"2010-2014","1",0.460582352187362
"2010-2014","1",0.466565200489493
"2010-2014","1",0.454411885738841
"2010-2014","1",0.472199580245531
"2010-2014","1",0.451509043660085
"2010-2014","1",0.47807242058385
"2010-2014","1",0.463694042518
"2010-2014","1",0.457799757797466
"2010-2014","1",0.471009385397107
"2010-2014","1",0.475525073112608
"2010-2014","1",0.457456460158821
"2010-2014","1",0.470151361278701
"2010-2014","1",0.46361229610897
"2010-2014","1",0.479022862396835
"2010-2014","1",0.462606828486295
"2010-2014","1",0.466559352724795
"2010-2014","1",0.470527313963977
"2010-2014","1",0.4653255290337
"2010-2014","1",0.464126095382899
"2010-2014","1",0.471285445445542
"2010-2014","1",0.476252833948792
"2010-2014","1",0.460625830809968
"2010-2014","1",0.447517175840988
"2010-2014","1",0.459524709176056
"2010-2014","1",0.473004325722114
"2010-2014","1",0.467082925727172
"2010-2014","1",0.460652548003453
"2010-2014","1",0.465403975490431
"2010-2014","1",0.457673261696668
"2010-2014","1",0.463078072870207
"2010-2014","1",0.449381649278248
"2010-2014","1",0.468256220995747
"2010-2014","1",0.465573933801846
"2010-2014","1",0.456854120232466
"2010-2014","1",0.455285312853505
"2010-2014","1",0.460184043582666
"2010-2014","1",0.470193661122609
"2010-2014","1",0.455102389963365
"2010-2014","1",0.464955649630099
"2010-2014","1",0.46521846437972
"2010-2014","1",0.449830333118905
