rand_point,DSM_max,DSM_median,meta_max,geo_type,tilstnd,id,slope,dem,meta_media,hvdksys,year,month,LiD1,meta1,differ,metamedian,lidmedian,metamax,lidmax
17985,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.042144775390625,0.419535398483276,-0.38,0.419535398483276,0.067016601562500,0.503381133079529,2.523986816406250
17986,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.128509521484375,0.415523171424866,-0.29,0.413083702325821,0.025024414062500,0.431384205818176,2.036132812500000
17987,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.011627197265625,0.410009622573853,-0.40,0.410165369510651,0.024948120117188,0.411497652530670,0.480163574218750
17989,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.021545410156250,0.410076320171356,-0.39,0.410229176282883,0.013458251953125,0.411967784166336,0.153869628906250
17990,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.009521484375000,0.410078942775726,-0.40,0.410206899046898,0.030822753906250,0.419177830219269,0.757659912109375
17991,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.012451171875000,0.410008221864700,-0.40,0.410118356347084,0.015960693359375,0.411076128482819,3.051910400390625
17992,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,1.556793212890625,0.619936585426331,0.94,0.421442240476608,0.029479980468750,0.727232038974762,1.556793212890625
17993,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.190948486328125,0.410248041152954,-0.22,0.410375565290451,0.027832031250000,0.412645667791367,1.593811035156250
17994,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.005737304687500,0.411829173564911,-0.41,0.411291629076004,0.028778076171875,0.412149429321289,0.641113281250000
17995,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.024353027343750,0.462274104356766,-0.44,0.461595341563225,0.043273925781250,0.574161887168884,2.037994384765625
17996,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.014221191406250,0.410156995058060,-0.40,0.410364806652069,0.016601562500000,0.425780296325684,1.593811035156250
17997,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.035919189453125,0.410976231098175,-0.38,0.411515802145004,0.024795532226562,0.416487008333206,0.282867431640625
17998,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.015991210937500,0.413091182708740,-0.40,0.411051481962204,0.016418457031250,0.425721913576126,0.125366210937500
17999,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.137817382812500,0.419700056314468,-0.28,0.418927580118179,0.074996948242188,0.462066531181335,0.440734863281250
18000,0.899566650390625,0.049036559432091,1.573340535163879,Polygon,god,NINFP2110052764,3.096705436706543,403.779174804687443,0.412409231066704,Semi-naturlig,2020.000000000000000,8.000000000000000,0.016571044921875,0.410131961107254,-0.39,0.410362929105759,0.029098510742188,0.413091182708740,2.563934326171875
